scryfall_id,card_name,cmc,type_line,is_creature,is_land,image_url,image_url_small,local_path
52d3005f-a1c7-4ef5-911f-ccc0752f4181,Faerie Mastermind,2.0,Creature — Faerie Rogue,True,False,https://cards.scryfall.io/normal/front/5/2/52d3005f-a1c7-4ef5-911f-ccc0752f4181.jpg?1783917037,https://cards.scryfall.io/small/front/5/2/52d3005f-a1c7-4ef5-911f-ccc0752f4181.jpg?1783917037,
671c008a-8ff8-42d7-9e03-6d8a9ddace67,Faithless Looting,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/6/7/671c008a-8ff8-42d7-9e03-6d8a9ddace67.jpg?1783931901,https://cards.scryfall.io/small/front/6/7/671c008a-8ff8-42d7-9e03-6d8a9ddace67.jpg?1783931901,
900c9dfd-ece1-4b09-a801-0fa05e1994b9,Fallen Shinobi,5.0,Creature — Zombie Ninja,True,False,https://cards.scryfall.io/normal/front/9/0/900c9dfd-ece1-4b09-a801-0fa05e1994b9.jpg?1783933085,https://cards.scryfall.io/small/front/9/0/900c9dfd-ece1-4b09-a801-0fa05e1994b9.jpg?1783933085,
1f9fb33a-3b39-4aff-93b8-aedafe0ea694,Fanatic of Rhonas,2.0,Creature — Snake Druid,True,False,https://cards.scryfall.io/normal/front/1/f/1f9fb33a-3b39-4aff-93b8-aedafe0ea694.jpg?1783911261,https://cards.scryfall.io/small/front/1/f/1f9fb33a-3b39-4aff-93b8-aedafe0ea694.jpg?1783911261,
6151b583-3aa7-4be8-9d05-d5e53f19c6c9,Fastbond,1.0,Enchantment,False,False,https://cards.scryfall.io/normal/front/6/1/6151b583-3aa7-4be8-9d05-d5e53f19c6c9.jpg?1783948418,https://cards.scryfall.io/small/front/6/1/6151b583-3aa7-4be8-9d05-d5e53f19c6c9.jpg?1783948418,
5427d8a6-ac9e-4e50-bd39-81713b2ade25,Fatal Push,1.0,Instant,False,False,https://cards.scryfall.io/normal/front/5/4/5427d8a6-ac9e-4e50-bd39-81713b2ade25.jpg?1783929583,https://cards.scryfall.io/small/front/5/4/5427d8a6-ac9e-4e50-bd39-81713b2ade25.jpg?1783929583,
eca8d6f8-c6f1-437c-99e2-4281eae14a6f,Fateful Absence,2.0,Instant,False,False,https://cards.scryfall.io/normal/front/e/c/eca8d6f8-c6f1-437c-99e2-4281eae14a6f.jpg?1783925659,https://cards.scryfall.io/small/front/e/c/eca8d6f8-c6f1-437c-99e2-4281eae14a6f.jpg?1783925659,
9d48aaff-46ab-411b-9456-171d4709f951,Fear of Missing Out,2.0,Enchantment Creature — Nightmare,True,False,https://cards.scryfall.io/normal/front/9/d/9d48aaff-46ab-411b-9456-171d4709f951.jpg?1783909470,https://cards.scryfall.io/small/front/9/d/9d48aaff-46ab-411b-9456-171d4709f951.jpg?1783909470,
33ca68a6-474e-4d86-bffa-ee4bddb4a3cf,Fellwar Stone,2.0,Artifact,False,False,https://cards.scryfall.io/normal/front/3/3/33ca68a6-474e-4d86-bffa-ee4bddb4a3cf.jpg?1783911890,https://cards.scryfall.io/small/front/3/3/33ca68a6-474e-4d86-bffa-ee4bddb4a3cf.jpg?1783911890,
819a513c-3be6-4bdc-8ba6-1f7326a8f3ea,Fiery Confluence,4.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/8/1/819a513c-3be6-4bdc-8ba6-1f7326a8f3ea.jpg?1783934745,https://cards.scryfall.io/small/front/8/1/819a513c-3be6-4bdc-8ba6-1f7326a8f3ea.jpg?1783934745,
0da69523-cece-425a-b08a-fb27fac29374,Figure of Destiny,1.0,Creature — Kithkin,True,False,https://cards.scryfall.io/normal/front/0/d/0da69523-cece-425a-b08a-fb27fac29374.jpg?1783942664,https://cards.scryfall.io/small/front/0/d/0da69523-cece-425a-b08a-fb27fac29374.jpg?1783942664,
e0ef33dd-5f6d-48fa-8ef6-a8092868d50f,Figure of Fable,1.0,Creature — Kithkin,True,False,https://cards.scryfall.io/normal/front/e/0/e0ef33dd-5f6d-48fa-8ef6-a8092868d50f.jpg?1783904409,https://cards.scryfall.io/small/front/e/0/e0ef33dd-5f6d-48fa-8ef6-a8092868d50f.jpg?1783904409,
985453e7-997e-4d77-a338-cc0290791ebe,Finale of Devastation,2.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/9/8/985453e7-997e-4d77-a338-cc0290791ebe.jpg?1783933415,https://cards.scryfall.io/small/front/9/8/985453e7-997e-4d77-a338-cc0290791ebe.jpg?1783933415,
2bf2da97-3331-4614-b4ff-f03d061500a7,Fire Covenant,3.0,Instant,False,False,https://cards.scryfall.io/normal/front/2/b/2bf2da97-3331-4614-b4ff-f03d061500a7.jpg?1783927076,https://cards.scryfall.io/small/front/2/b/2bf2da97-3331-4614-b4ff-f03d061500a7.jpg?1783927076,
3bd1ec98-8188-4649-899e-b0972509fc7e,Firebolt,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/3/b/3bd1ec98-8188-4649-899e-b0972509fc7e.jpg?1783942511,https://cards.scryfall.io/small/front/3/b/3bd1ec98-8188-4649-899e-b0972509fc7e.jpg?1783942511,
006d2bf1-20f7-4b09-8d98-8233d91682bd,Flame Slash,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/0/0/006d2bf1-20f7-4b09-8d98-8233d91682bd.jpg?1783941976,https://cards.scryfall.io/small/front/0/0/006d2bf1-20f7-4b09-8d98-8233d91682bd.jpg?1783941976,
33ab05b5-d6f5-439c-9aed-1a58ceb282ad,Flametongue Yearling,2.0,Creature — Kavu,True,False,https://cards.scryfall.io/normal/front/3/3/33ab05b5-d6f5-439c-9aed-1a58ceb282ad.jpg?1783926845,https://cards.scryfall.io/small/front/3/3/33ab05b5-d6f5-439c-9aed-1a58ceb282ad.jpg?1783926845,
63af3c26-5b1f-46f6-9aa2-036c615bf5ea,Flash,2.0,Instant,False,False,https://cards.scryfall.io/normal/front/6/3/63af3c26-5b1f-46f6-9aa2-036c615bf5ea.jpg?1783947110,https://cards.scryfall.io/small/front/6/3/63af3c26-5b1f-46f6-9aa2-036c615bf5ea.jpg?1783947110,
5bb3cb5c-8d66-4f5e-a9a9-917e6045f024,Flickerwisp,3.0,Creature — Elemental,True,False,https://cards.scryfall.io/normal/front/5/b/5bb3cb5c-8d66-4f5e-a9a9-917e6045f024.jpg?1783942694,https://cards.scryfall.io/small/front/5/b/5bb3cb5c-8d66-4f5e-a9a9-917e6045f024.jpg?1783942694,
8c2996d9-3287-4480-8c04-7a378e37e3cf,Flooded Strand,0.0,Land,False,True,https://cards.scryfall.io/normal/front/8/c/8c2996d9-3287-4480-8c04-7a378e37e3cf.jpg?1783939046,https://cards.scryfall.io/small/front/8/c/8c2996d9-3287-4480-8c04-7a378e37e3cf.jpg?1783939046,
47d6093b-b1b6-4956-8bfd-02cce899f832,Flow State,2.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/4/7/47d6093b-b1b6-4956-8bfd-02cce899f832.jpg?1783903694,https://cards.scryfall.io/small/front/4/7/47d6093b-b1b6-4956-8bfd-02cce899f832.jpg?1783903694,
70e64028-ae96-4950-aa6c-9d347409fad3,Force Spike,1.0,Instant,False,False,https://cards.scryfall.io/normal/front/7/0/70e64028-ae96-4950-aa6c-9d347409fad3.jpg?1783948076,https://cards.scryfall.io/small/front/7/0/70e64028-ae96-4950-aa6c-9d347409fad3.jpg?1783948076,
e9be371c-c688-44ad-ab71-bd4c9f242d58,Force of Negation,3.0,Instant,False,False,https://cards.scryfall.io/normal/front/e/9/e9be371c-c688-44ad-ab71-bd4c9f242d58.jpg?1783933144,https://cards.scryfall.io/small/front/e/9/e9be371c-c688-44ad-ab71-bd4c9f242d58.jpg?1783933144,
ebc01ab4-d89a-4d25-bf54-6aed33772f4b,Force of Will,5.0,Instant,False,False,https://cards.scryfall.io/normal/front/e/b/ebc01ab4-d89a-4d25-bf54-6aed33772f4b.jpg?1783937616,https://cards.scryfall.io/small/front/e/b/ebc01ab4-d89a-4d25-bf54-6aed33772f4b.jpg?1783937616,
57fb0fa7-0c5c-4a75-9461-c51403c30282,Foreboding Landscape,0.0,Land,False,True,https://cards.scryfall.io/normal/front/5/7/57fb0fa7-0c5c-4a75-9461-c51403c30282.jpg?1783911239,https://cards.scryfall.io/small/front/5/7/57fb0fa7-0c5c-4a75-9461-c51403c30282.jpg?1783911239,
97d08a15-e61c-4421-a541-c68a4f87cb74,Forensic Gadgeteer,3.0,Creature — Vedalken Artificer Detective,True,False,https://cards.scryfall.io/normal/front/9/7/97d08a15-e61c-4421-a541-c68a4f87cb74.jpg?1783912910,https://cards.scryfall.io/small/front/9/7/97d08a15-e61c-4421-a541-c68a4f87cb74.jpg?1783912910,
265522eb-4f6a-40e7-b374-3833fa63c80b,Formidable Speaker,3.0,Creature — Elf Druid,True,False,https://cards.scryfall.io/normal/front/2/6/265522eb-4f6a-40e7-b374-3833fa63c80b.jpg?1783904430,https://cards.scryfall.io/small/front/2/6/265522eb-4f6a-40e7-b374-3833fa63c80b.jpg?1783904430,
1e3e8085-cfcd-4e88-b441-4d1f8ac63904,Forth Eorlingas!,2.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/1/e/1e3e8085-cfcd-4e88-b441-4d1f8ac63904.jpg?1783915979,https://cards.scryfall.io/small/front/1/e/1e3e8085-cfcd-4e88-b441-4d1f8ac63904.jpg?1783915979,
658cfcb7-81b7-48c6-9dd2-1663d06108cf,Fountainport,0.0,Land,False,True,https://cards.scryfall.io/normal/front/6/5/658cfcb7-81b7-48c6-9dd2-1663d06108cf.jpg?1783910785,https://cards.scryfall.io/small/front/6/5/658cfcb7-81b7-48c6-9dd2-1663d06108cf.jpg?1783910785,
8db735ea-f9cf-4e3c-9200-4f180df55baa,Fractured Identity,5.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/8/d/8db735ea-f9cf-4e3c-9200-4f180df55baa.jpg?1783927076,https://cards.scryfall.io/small/front/8/d/8db735ea-f9cf-4e3c-9200-4f180df55baa.jpg?1783927076,
441f8b2f-c8cb-4340-a92f-116c2276e906,Frantic Search,3.0,Instant,False,False,https://cards.scryfall.io/normal/front/4/4/441f8b2f-c8cb-4340-a92f-116c2276e906.jpg?1783939308,https://cards.scryfall.io/small/front/4/4/441f8b2f-c8cb-4340-a92f-116c2276e906.jpg?1783939308,
071daca8-ccc6-4707-843e-adac40dd1588,Fury,5.0,Creature — Elemental Incarnation,True,False,https://cards.scryfall.io/normal/front/0/7/071daca8-ccc6-4707-843e-adac40dd1588.jpg?1783926770,https://cards.scryfall.io/small/front/0/7/071daca8-ccc6-4707-843e-adac40dd1588.jpg?1783926770,
25b0b816-0583-44aa-9dc5-f3ff48993a51,Gaea's Cradle,0.0,Legendary Land,False,True,https://cards.scryfall.io/normal/front/2/5/25b0b816-0583-44aa-9dc5-f3ff48993a51.jpg?1783946299,https://cards.scryfall.io/small/front/2/5/25b0b816-0583-44aa-9dc5-f3ff48993a51.jpg?1783946299,
f5881bbc-8600-464d-9dcd-5a7780918d1d,Galvanic Blast,1.0,Instant,False,False,https://cards.scryfall.io/normal/front/f/5/f5881bbc-8600-464d-9dcd-5a7780918d1d.jpg?1783941725,https://cards.scryfall.io/small/front/f/5/f5881bbc-8600-464d-9dcd-5a7780918d1d.jpg?1783941725,
32aa6e33-221f-414c-9b51-850d97a7e051,Galvanic Discharge,1.0,Instant,False,False,https://cards.scryfall.io/normal/front/3/2/32aa6e33-221f-414c-9b51-850d97a7e051.jpg?1783911272,https://cards.scryfall.io/small/front/3/2/32aa6e33-221f-414c-9b51-850d97a7e051.jpg?1783911272,
89175ce1-0746-4ba1-970e-617d134b0527,"Gau, Feral Youth",2.0,Legendary Creature — Human Berserker,True,False,https://cards.scryfall.io/normal/front/8/9/89175ce1-0746-4ba1-970e-617d134b0527.jpg?1783906357,https://cards.scryfall.io/small/front/8/9/89175ce1-0746-4ba1-970e-617d134b0527.jpg?1783906357,
4c6cf93a-d073-48ac-88db-c46bf3e10beb,Generous Plunderer,2.0,Creature — Human Rogue,True,False,https://cards.scryfall.io/normal/front/4/c/4c6cf93a-d073-48ac-88db-c46bf3e10beb.jpg?1783912000,https://cards.scryfall.io/small/front/4/c/4c6cf93a-d073-48ac-88db-c46bf3e10beb.jpg?1783912000,
522aa72b-2b8c-484c-872b-f082101cee35,Get Lost,2.0,Instant,False,False,https://cards.scryfall.io/normal/front/5/2/522aa72b-2b8c-484c-872b-f082101cee35.jpg?1783913812,https://cards.scryfall.io/small/front/5/2/522aa72b-2b8c-484c-872b-f082101cee35.jpg?1783913812,
187e887c-c39d-4d25-a506-cdc95fc70316,"Gideon, Ally of Zendikar",4.0,Legendary Planeswalker — Gideon,False,False,https://cards.scryfall.io/normal/front/1/8/187e887c-c39d-4d25-a506-cdc95fc70316.jpg?1783938219,https://cards.scryfall.io/small/front/1/8/187e887c-c39d-4d25-a506-cdc95fc70316.jpg?1783938219,
30377bf0-d9b1-4c14-8dde-f74b1e02d604,Gilded Goose,1.0,Creature — Bird,True,False,https://cards.scryfall.io/normal/front/3/0/30377bf0-d9b1-4c14-8dde-f74b1e02d604.jpg?1783932611,https://cards.scryfall.io/small/front/3/0/30377bf0-d9b1-4c14-8dde-f74b1e02d604.jpg?1783932611,
995486ce-58bb-4753-a812-0ca73ef1a235,Gitaxian Probe,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/9/9/995486ce-58bb-4753-a812-0ca73ef1a235.jpg?1783941320,https://cards.scryfall.io/small/front/9/9/995486ce-58bb-4753-a812-0ca73ef1a235.jpg?1783941320,
4e117771-5a8b-4812-b487-32ba34b7f724,Giver of Runes,1.0,Creature — Kor Cleric,True,False,https://cards.scryfall.io/normal/front/4/e/4e117771-5a8b-4812-b487-32ba34b7f724.jpg?1783933162,https://cards.scryfall.io/small/front/4/e/4e117771-5a8b-4812-b487-32ba34b7f724.jpg?1783933162,
2c76f7e0-37e7-4e87-93a3-a25ba0674645,"Gix, Yawgmoth Praetor",3.0,Legendary Creature — Phyrexian Praetor,True,False,https://cards.scryfall.io/normal/front/2/c/2c76f7e0-37e7-4e87-93a3-a25ba0674645.jpg?1783920090,https://cards.scryfall.io/small/front/2/c/2c76f7e0-37e7-4e87-93a3-a25ba0674645.jpg?1783920090,
e6d7fba8-a157-4d81-9d6b-bd210a96b248,Gleemox,0.0,Artifact,False,False,https://cards.scryfall.io/normal/front/e/6/e6d7fba8-a157-4d81-9d6b-bd210a96b248.jpg?1783941672,https://cards.scryfall.io/small/front/e/6/e6d7fba8-a157-4d81-9d6b-bd210a96b248.jpg?1783941672,
3277ad99-5682-4baa-b106-de15721876a6,Glorybringer,5.0,Creature — Dragon,True,False,https://cards.scryfall.io/normal/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.jpg?1783936489,https://cards.scryfall.io/small/front/3/2/3277ad99-5682-4baa-b106-de15721876a6.jpg?1783936489,
86ecaedc-08f1-4de7-aae8-056df57940e0,Goblin Cratermaker,2.0,Creature — Goblin Warrior,True,False,https://cards.scryfall.io/normal/front/8/6/86ecaedc-08f1-4de7-aae8-056df57940e0.jpg?1783934162,https://cards.scryfall.io/small/front/8/6/86ecaedc-08f1-4de7-aae8-056df57940e0.jpg?1783934162,
a55c4d47-5252-40af-961d-c08bc688028a,Goblin Engineer,2.0,Creature — Goblin Artificer,True,False,https://cards.scryfall.io/normal/front/a/5/a55c4d47-5252-40af-961d-c08bc688028a.jpg?1783933112,https://cards.scryfall.io/small/front/a/5/a55c4d47-5252-40af-961d-c08bc688028a.jpg?1783933112,
bce84a87-093a-42de-9696-8c3250e0f33b,Goblin Rabblemaster,3.0,Creature — Goblin Warrior,True,False,https://cards.scryfall.io/normal/front/b/c/bce84a87-093a-42de-9696-8c3250e0f33b.jpg?1783935602,https://cards.scryfall.io/small/front/b/c/bce84a87-093a-42de-9696-8c3250e0f33b.jpg?1783935602,
6171e136-1167-4329-acb2-6853d3a814e5,Goblin Welder,1.0,Creature — Goblin Artificer,True,False,https://cards.scryfall.io/normal/front/6/1/6171e136-1167-4329-acb2-6853d3a814e5.jpg?1783946236,https://cards.scryfall.io/small/front/6/1/6171e136-1167-4329-acb2-6853d3a814e5.jpg?1783946236,
6fd672bb-18cf-44e3-8dda-5310b1e0fffe,Godless Shrine,0.0,Land — Plains Swamp,False,True,https://cards.scryfall.io/normal/front/6/f/6fd672bb-18cf-44e3-8dda-5310b1e0fffe.jpg?1783940089,https://cards.scryfall.io/small/front/6/f/6fd672bb-18cf-44e3-8dda-5310b1e0fffe.jpg?1783940089,
de0e01e4-e143-47fd-8565-7b48219bb546,Goldvein Hydra,1.0,Creature — Hydra,True,False,https://cards.scryfall.io/normal/front/d/e/de0e01e4-e143-47fd-8565-7b48219bb546.jpg?1783911807,https://cards.scryfall.io/small/front/d/e/de0e01e4-e143-47fd-8565-7b48219bb546.jpg?1783911807,
1fa48620-4c3d-4f75-be1f-c12c4aa59f51,"Golos, Tireless Pilgrim",5.0,Legendary Artifact Creature — Scout,True,False,https://cards.scryfall.io/normal/front/1/f/1fa48620-4c3d-4f75-be1f-c12c4aa59f51.jpg?1783932945,https://cards.scryfall.io/small/front/1/f/1fa48620-4c3d-4f75-be1f-c12c4aa59f51.jpg?1783932945,
3027e6c5-eed3-44e7-bb12-67569721af99,Goryo's Vengeance,2.0,Instant — Arcane,False,False,https://cards.scryfall.io/normal/front/3/0/3027e6c5-eed3-44e7-bb12-67569721af99.jpg?1783944199,https://cards.scryfall.io/small/front/3/0/3027e6c5-eed3-44e7-bb12-67569721af99.jpg?1783944199,
8b1e10e8-ea14-4761-910b-4072e2a18456,Grave Researcher // Reanimate,3.0,Creature — Troll Warlock // Sorcery,True,False,https://cards.scryfall.io/normal/front/8/b/8b1e10e8-ea14-4761-910b-4072e2a18456.jpg?1783903680,https://cards.scryfall.io/small/front/8/b/8b1e10e8-ea14-4761-910b-4072e2a18456.jpg?1783903680,
5c70da33-ce5d-4b8b-9c1d-9a356a7e196f,Grave Titan,6.0,Creature — Giant,True,False,https://cards.scryfall.io/normal/front/5/c/5c70da33-ce5d-4b8b-9c1d-9a356a7e196f.jpg?1783941080,https://cards.scryfall.io/small/front/5/c/5c70da33-ce5d-4b8b-9c1d-9a356a7e196f.jpg?1783941080,
c8f0b123-fdb0-4f3e-ba78-fa155c227e20,Greasewrench Goblin,1.0,Creature — Goblin Artificer,True,False,https://cards.scryfall.io/normal/front/c/8/c8f0b123-fdb0-4f3e-ba78-fa155c227e20.jpg?1783907881,https://cards.scryfall.io/small/front/c/8/c8f0b123-fdb0-4f3e-ba78-fa155c227e20.jpg?1783907881,
01794178-cf41-454c-ac37-1d8b18e42db2,Green Sun's Zenith,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/0/1/01794178-cf41-454c-ac37-1d8b18e42db2.jpg?1783937567,https://cards.scryfall.io/small/front/0/1/01794178-cf41-454c-ac37-1d8b18e42db2.jpg?1783937567,
e6befbc4-1320-4f26-bd9f-b1814fedda10,Grief,4.0,Creature — Elemental Incarnation,True,False,https://cards.scryfall.io/normal/front/e/6/e6befbc4-1320-4f26-bd9f-b1814fedda10.jpg?1783926861,https://cards.scryfall.io/small/front/e/6/e6befbc4-1320-4f26-bd9f-b1814fedda10.jpg?1783926861,
15db4353-9c46-4fe4-b22e-0cf024aa9dfc,Grim Lavamancer,1.0,Creature — Human Wizard,True,False,https://cards.scryfall.io/normal/front/1/5/15db4353-9c46-4fe4-b22e-0cf024aa9dfc.jpg?1783941575,https://cards.scryfall.io/small/front/1/5/15db4353-9c46-4fe4-b22e-0cf024aa9dfc.jpg?1783941575,
0c3bc412-689f-4385-807b-ed60d6276d76,Grim Monolith,2.0,Artifact,False,False,https://cards.scryfall.io/normal/front/0/c/0c3bc412-689f-4385-807b-ed60d6276d76.jpg?1783936952,https://cards.scryfall.io/small/front/0/c/0c3bc412-689f-4385-807b-ed60d6276d76.jpg?1783936952,
b51666ae-2aef-4cb1-9cd4-44aec81530f8,Griselbrand,8.0,Legendary Creature — Demon,True,False,https://cards.scryfall.io/normal/front/b/5/b51666ae-2aef-4cb1-9cd4-44aec81530f8.jpg?1783940699,https://cards.scryfall.io/small/front/b/5/b51666ae-2aef-4cb1-9cd4-44aec81530f8.jpg?1783940699,
69af2825-18c2-4463-b6ba-42eaa070ccc1,"Grist, the Hunger Tide",3.0,Legendary Planeswalker — Grist,False,False,https://cards.scryfall.io/normal/front/6/9/69af2825-18c2-4463-b6ba-42eaa070ccc1.jpg?1783926814,https://cards.scryfall.io/small/front/6/9/69af2825-18c2-4463-b6ba-42eaa070ccc1.jpg?1783926814,
9503a1e6-f0bf-44d0-a28b-56fbfcff1ff2,Guardian of Ghirapur,3.0,Creature — Angel,True,False,https://cards.scryfall.io/normal/front/9/5/9503a1e6-f0bf-44d0-a28b-56fbfcff1ff2.jpg?1783917062,https://cards.scryfall.io/small/front/9/5/9503a1e6-f0bf-44d0-a28b-56fbfcff1ff2.jpg?1783917062,
76c3cad2-1e25-4abe-878d-9194de6fcc27,Guide of Souls,1.0,Creature — Human Cleric,True,False,https://cards.scryfall.io/normal/front/7/6/76c3cad2-1e25-4abe-878d-9194de6fcc27.jpg?1783911300,https://cards.scryfall.io/small/front/7/6/76c3cad2-1e25-4abe-878d-9194de6fcc27.jpg?1783911300,
3d8ca18d-9099-4f1e-95c1-f04da58a26bd,"Gut, True Soul Zealot",3.0,Legendary Creature — Goblin Shaman,True,False,https://cards.scryfall.io/normal/front/3/d/3d8ca18d-9099-4f1e-95c1-f04da58a26bd.jpg?1783922736,https://cards.scryfall.io/small/front/3/d/3d8ca18d-9099-4f1e-95c1-f04da58a26bd.jpg?1783922736,
af7091c9-5f98-4078-a42b-c9e057346d9b,Hallowed Fountain,0.0,Land — Plains Island,False,True,https://cards.scryfall.io/normal/front/a/f/af7091c9-5f98-4078-a42b-c9e057346d9b.jpg?1783940321,https://cards.scryfall.io/small/front/a/f/af7091c9-5f98-4078-a42b-c9e057346d9b.jpg?1783940321,
a3012af9-621d-4fae-b00d-079a89ae35fe,Harvester of Misery,5.0,Creature — Spirit,True,False,https://cards.scryfall.io/normal/front/a/3/a3012af9-621d-4fae-b00d-079a89ae35fe.jpg?1783912001,https://cards.scryfall.io/small/front/a/3/a3012af9-621d-4fae-b00d-079a89ae35fe.jpg?1783912001,
be77b98a-dd79-477c-8ab2-7ebf5637a89e,Headliner Scarlett,4.0,Legendary Creature — Human Warlock,True,False,https://cards.scryfall.io/normal/front/b/e/be77b98a-dd79-477c-8ab2-7ebf5637a89e.jpg?1783912584,https://cards.scryfall.io/small/front/b/e/be77b98a-dd79-477c-8ab2-7ebf5637a89e.jpg?1783912584,
e4e6794a-feeb-4fc8-a2ee-38c75c18aaae,Heartless Act,2.0,Instant,False,False,https://cards.scryfall.io/normal/front/e/4/e4e6794a-feeb-4fc8-a2ee-38c75c18aaae.jpg?1783931060,https://cards.scryfall.io/small/front/e/4/e4e6794a-feeb-4fc8-a2ee-38c75c18aaae.jpg?1783931060,
5260f8ae-805b-4eae-badf-62de0f768867,Hedge Maze,0.0,Land — Forest Island,False,True,https://cards.scryfall.io/normal/front/5/2/5260f8ae-805b-4eae-badf-62de0f768867.jpg?1783912824,https://cards.scryfall.io/small/front/5/2/5260f8ae-805b-4eae-badf-62de0f768867.jpg?1783912824,
b8aa7126-5df3-42dd-b4a3-0d0ea59eeebd,Helping Hand,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/b/8/b8aa7126-5df3-42dd-b4a3-0d0ea59eeebd.jpg?1783913811,https://cards.scryfall.io/small/front/b/8/b8aa7126-5df3-42dd-b4a3-0d0ea59eeebd.jpg?1783913811,
89f5cc05-5d9d-4709-b3c5-a6249c294acc,Hexdrinker,1.0,Creature — Snake,True,False,https://cards.scryfall.io/normal/front/8/9/89f5cc05-5d9d-4709-b3c5-a6249c294acc.jpg?1783933097,https://cards.scryfall.io/small/front/8/9/89f5cc05-5d9d-4709-b3c5-a6249c294acc.jpg?1783933097,
4686bbb9-517f-4cce-aa7a-5db41e22c02b,High Tide,1.0,Instant,False,False,https://cards.scryfall.io/normal/front/4/6/4686bbb9-517f-4cce-aa7a-5db41e22c02b.jpg?1783947913,https://cards.scryfall.io/small/front/4/6/4686bbb9-517f-4cce-aa7a-5db41e22c02b.jpg?1783947913,
60aed76e-2265-471d-8e41-1d8605603b78,Hildibrand Manderville // Gentleman's Rise,2.0,Legendary Creature — Human Detective // Instant — Adventure,True,False,https://cards.scryfall.io/normal/front/6/0/60aed76e-2265-471d-8e41-1d8605603b78.jpg?1783906347,https://cards.scryfall.io/small/front/6/0/60aed76e-2265-471d-8e41-1d8605603b78.jpg?1783906347,
4df8aabc-7fcb-4b7b-980b-18f499e6c170,Hullbreacher,3.0,Creature — Merfolk Pirate,True,False,https://cards.scryfall.io/normal/front/4/d/4df8aabc-7fcb-4b7b-980b-18f499e6c170.jpg?1783928862,https://cards.scryfall.io/small/front/4/d/4df8aabc-7fcb-4b7b-980b-18f499e6c170.jpg?1783928862,
3faa8c5e-9e1b-4cee-b322-a033bf33dcbc,Hymn to Tourach,2.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/3/f/3faa8c5e-9e1b-4cee-b322-a033bf33dcbc.jpg?1783937597,https://cards.scryfall.io/small/front/3/f/3faa8c5e-9e1b-4cee-b322-a033bf33dcbc.jpg?1783937597,
d9482aab-6ddf-48e1-84fa-b13d5ff81e69,Icetill Explorer,4.0,Creature — Insect Scout,True,False,https://cards.scryfall.io/normal/front/d/9/d9482aab-6ddf-48e1-84fa-b13d5ff81e69.jpg?1783905935,https://cards.scryfall.io/small/front/d/9/d9482aab-6ddf-48e1-84fa-b13d5ff81e69.jpg?1783905935,
1b0fe46d-08d6-48c3-be0d-650d8d3d66af,Ideas Unbound,2.0,Sorcery — Arcane,False,False,https://cards.scryfall.io/normal/front/1/b/1b0fe46d-08d6-48c3-be0d-650d8d3d66af.jpg?1783944164,https://cards.scryfall.io/small/front/1/b/1b0fe46d-08d6-48c3-be0d-650d8d3d66af.jpg?1783944164,
9417f14c-a853-42c6-a992-29139484260a,Ignoble Hierarch,1.0,Creature — Goblin Shaman,True,False,https://cards.scryfall.io/normal/front/9/4/9417f14c-a853-42c6-a992-29139484260a.jpg?1783926728,https://cards.scryfall.io/small/front/9/4/9417f14c-a853-42c6-a992-29139484260a.jpg?1783926728,
05bd329b-5707-42fc-af1c-084cc604e805,Imperial Recruiter,3.0,Creature — Human Advisor,True,False,https://cards.scryfall.io/normal/front/0/5/05bd329b-5707-42fc-af1c-084cc604e805.jpg?1783926783,https://cards.scryfall.io/small/front/0/5/05bd329b-5707-42fc-af1c-084cc604e805.jpg?1783926783,
5ab21006-7f61-49e0-8b6a-0397c5d4c3bd,Imperial Seal,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/5/a/5ab21006-7f61-49e0-8b6a-0397c5d4c3bd.jpg?1783937937,https://cards.scryfall.io/small/front/5/a/5ab21006-7f61-49e0-8b6a-0397c5d4c3bd.jpg?1783937937,
1af92296-455a-425e-9397-a96d09937767,Incinerate,2.0,Instant,False,False,https://cards.scryfall.io/normal/front/1/a/1af92296-455a-425e-9397-a96d09937767.jpg?1783941067,https://cards.scryfall.io/small/front/1/a/1af92296-455a-425e-9397-a96d09937767.jpg?1783941067,
13f5bcdc-70bb-4d67-99e1-282f166ee4bf,Increasing Confusion,1.0,Sorcery,False,False,https://cards.scryfall.io/normal/front/1/3/13f5bcdc-70bb-4d67-99e1-282f166ee4bf.jpg?1783940839,https://cards.scryfall.io/small/front/1/3/13f5bcdc-70bb-4d67-99e1-282f166ee4bf.jpg?1783940839,
