card_id,card_name
f20015ad-8fda-498f-ac28-1ffb824ab480,Caldaia Guardian
47a6234f-309f-4e03-9263-66da48b57153,Solitude
071daca8-ccc6-4707-843e-adac40dd1588,Fury
bd3d4b4b-cf31-4f89-8140-9650edb03c7b,Ancient Tomb
21c950d7-b4f6-4902-8c9a-98f2933f9fa5,Adanto Vanguard
a24e8dba-5c86-4e32-8a52-61402f7fe9f0,Containment Priest
2b73d294-6ab1-4051-9b0f-d8e335d37674,Unholy Heat
25b0b816-0583-44aa-9dc5-f3ff48993a51,Gaea's Cradle
07313dd3-d0dc-40ca-98a3-fa4d39e5bcae,Oust
33ab05b5-d6f5-439c-9aed-1a58ceb282ad,Flametongue Yearling
773199f9-c83b-4a77-8342-9f1552ecf595,Intrepid Adversary
cbac1d27-15e2-4e2f-82ab-625a16e096cb,Enlightened Tutor
26c68473-70ca-40ba-b5c6-71ec30f88a2c,Damnation
8ca3c48b-f104-4292-9a4e-2ce87a65893c,Mutavault
553fb946-2706-475b-89f9-e4355ec9ea2b,March of Otherworldly Light
1658f12b-8ac5-4d29-86d5-f20c4d5f7e48,Vindicate
6fd672bb-18cf-44e3-8dda-5310b1e0fffe,Godless Shrine
ebeafbc2-0399-4335-8f63-76a3e085e8c6,Evolved Sleeper
0c3d7e2c-a104-4757-9984-fb31088f92c4,Cryptic Coat
7c353e83-4b63-4bc6-b029-273d2eca1f75,Upheaval
926916ed-2f22-4ba9-9427-194886ad6c1e,Urza's Cave
8a720448-017f-4f4a-9501-678245eaed17,Mishra's Bauble
7a4e1580-dd26-4f4b-ac98-3e6fa7b879d5,Patchwork Automaton
c1e0f201-42cb-46a1-901a-65bb4fc18f6c,Urza's Saga
1fdcc0c3-4029-4fc3-a486-5d7f45c910bd,Everflowing Chalice
1fc6d14a-1328-4032-ad9e-cd85cd365bd3,Endurance
bdb41396-5008-4a5f-92ca-54ecac42e926,Cave of the Frost Dragon
3ca1e1de-b916-445f-b3b2-0f4d0cc7ceeb,Stern Scolding
9503a1e6-f0bf-44d0-a28b-56fbfcff1ff2,Guardian of Ghirapur
187e887c-c39d-4d25-a506-cdc95fc70316,"Gideon, Ally of Zendikar"
4acaef84-55d1-43dc-b10a-696182e6709b,Repeal
2616aa0e-8413-4e63-877c-bffd5263f552,Porcelain Legionnaire
6f26faca-f338-4ce5-a218-6a61d40fc50a,Tendrils of Agony
74b4c336-5d4c-4bc5-b82a-35084a6ad808,Spellseeker
2b5801fb-2026-4f25-98bc-ebb2f99684b9,Undercity Sewers
efda91fa-03b2-4fb4-ae07-b45f6c6d3eab,Yawgmoth's Will
d2124603-d20e-40eb-97f0-a66323397ac2,Bolas's Citadel
0da69523-cece-425a-b08a-fb27fac29374,Figure of Destiny
89af0f45-c11c-4f13-9950-b1489440ee5b,Chain Lightning
e419cd0b-2449-4cc5-9ead-b9e45e271700,"Phlage, Titan of Fire's Fury"
2c695df6-6bf2-4e6b-8500-e3116137ca27,Jacked Rabbit
6cc73d16-5ed7-4104-91f6-0997a2080e2e,Embereth Shieldbreaker // Battle Display
17260fff-b239-4af4-9306-3236ae3fa5a5,Thundering Falls
14065271-d942-42a8-aa38-d8a622c0375d,Scrubland
fd6ddbca-b943-49d6-b341-509bb72dd5a6,Primeval Titan
0adcd4e5-d542-4293-8774-ace2305ef820,Walk-In Closet // Forgotten Cellar
6aa5cc65-f8f1-4f6f-8b4e-2fedccbda684,"Rofellos, Llanowar Emissary"
0d08f5e4-d2d3-4659-86d4-a983d80e3b2c,Tundra
3c3ac3dd-35db-447f-8674-37b4680a1ef7,Leyline Binding
bf220c06-3cce-4bdd-aa58-83940c223e9c,Commercial District
5260f8ae-805b-4eae-badf-62de0f768867,Hedge Maze
1f123ad6-fe84-4fed-9c0f-6b41921e9c26,Deceiver Exarch
02c532e8-21f1-4d6f-a931-1ea48a6aeea2,Coalition Relic
f5881bbc-8600-464d-9dcd-5a7780918d1d,Galvanic Blast
907b3d1d-8c85-4707-80b5-c4d832df9846,Tishana's Tidebinder
652236c2-84ef-45e4-b5fc-ed6170bc3d6c,Meticulous Archive
72c6d541-e2cb-4d6e-acac-90a8f53b7006,Elegant Parlor
6982a82c-dd32-40d2-8dd2-ec92d0fc6c2d,Phyrexian Revoker
3bd1ec98-8188-4649-899e-b0972509fc7e,Firebolt
2e139ad1-1079-49e9-babd-6399c44ad333,Seasoned Pyromancer
be77b98a-dd79-477c-8ab2-7ebf5637a89e,Headliner Scarlett
3277ad99-5682-4baa-b106-de15721876a6,Glorybringer
7c59e0cd-10a8-4a32-9c0a-a2c6ef1ed9a6,Unable to Scream
2dc16614-5cf8-444d-a5ae-cac25018af68,Burst Lightning
c78da035-6b5b-4136-9ab6-f622b64fdc54,Unstoppable Slasher
c7bbb911-9de2-455d-9677-e1004db65dbd,"Chandra, Torch of Defiance"
32aa6e33-221f-414c-9b51-850d97a7e051,Galvanic Discharge
0fb4c734-c698-46f2-bc78-5f036f472e5b,Unholy Annex // Ritual Chamber
02551196-ecea-472f-9547-3c9658d0489e,Ravenous Chupacabra
9d48aaff-46ab-411b-9456-171d4709f951,Fear of Missing Out
3ee3945e-5089-4751-b7b3-5961c39d2a33,Nethergoyf
216a8e4e-ea7b-41c7-a982-b5751025ff25,Scrapheap Scrounger
b598c93e-dae1-4d71-a9e4-917abf76d2d0,Raucous Theater
7740ff55-67bb-409e-90f7-2c2c8b8c770a,"Valgavoth, Terror Eater"
01978fe5-00a9-4add-ae2a-b4c2572ffb9a,Vendilion Clique
f33d3948-fe7b-4c3b-ab67-1022623fbb2b,"Toby, Beastie Befriender"
19557351-b65f-4b04-b971-66abdc07000a,Stoneforge Mystic
0020c31b-002a-4121-bc61-2c2c16e9afc8,Ornery Tumblewagg
1f9fb33a-3b39-4aff-93b8-aedafe0ea694,Fanatic of Rhonas
c17816e8-28b1-4295-a637-efb0e5c18873,Lush Portico
6bcafc2e-cef6-412d-8c5d-1658c3337292,Overlord of the Mistmoors
106f9629-b3aa-4703-82fb-c1e771bbce72,The Wandering Emperor
b841bfa8-7c17-4df2-8466-780ab9a4a53a,Fabled Passage
2da5f3f8-5eef-498f-ba2c-2f3fbc3745aa,Ephemerate
fc310a26-b6a0-4e42-98ab-bdfd7b06cb63,"Beza, the Bounding Spring"
7b54447f-1daf-4352-b5c3-3c0ec8b8f4d0,Unwanted Remake
1c7d50d6-b63a-4d8c-88fa-1d78ae693a45,Overgrown Tomb
924a24e7-91b8-4ceb-a136-7a765d98c994,Mystic Forge
61a28870-cf78-4323-9d82-cee764067764,Lightning Greaves
d58d3545-043a-457a-8324-facc3c2363ec,Overlord of the Boilerbilges
2d9b12cc-f616-4b52-91eb-a430e70f9251,Wrath of God
02902fcc-eefc-4e81-aafd-59fa203a71d7,Eternal Witness
ce648aa3-098b-4af0-a433-fd290bc85904,Balance
0eee981e-5d26-4810-90e1-432f3c3107f2,Reclamation Sage
d2507bc2-da17-4e46-b4c5-ba0080ce2c6f,Rishadan Port
f252ae53-443c-4a27-b8f0-639a9a2b8598,Pestermite
fd97b3cf-924e-4f77-bb82-0bf19592389f,Dreadhorde Arcanist
245cdc59-d560-4c10-b721-f51cc312e370,Mishra's Factory
af09af65-0a3b-42df-b0fd-372e2158beac,Academy Ruins
28667c8b-d02c-4e57-a050-1549207b65d1,Thragtusk
a50d79fe-6d37-42f3-b7b0-0c3018282fa2,End-Raze Forerunners
73cc6df4-3564-4ace-bf8a-eac3e62d725a,Ursine Monstrosity
658cfcb7-81b7-48c6-9dd2-1663d06108cf,Fountainport
261ac92e-c61a-4c11-aa6a-9ae1cb703e5c,Dreams of Steel and Oil
900c9dfd-ece1-4b09-a801-0fa05e1994b9,Fallen Shinobi
66d80dd1-b944-4cb2-8578-b4dbcabbbc1e,Ophiomancer
059164e1-894d-4586-9800-e60d6fbd6eb6,Shifting Woodland
2b20d3e1-62ef-44db-8109-a33d4fa3e7f1,Exploration
01d1e394-1b0c-4b40-ba85-f55973703d41,Smirking Spelljacker
b90331d4-74f0-43bf-8ed2-f8616d782859,Basalt Monolith
97d08a15-e61c-4421-a541-c68a4f87cb74,Forensic Gadgeteer
39b41cb3-ca3d-4389-8f66-e1f77f5fb683,Fact or Fiction
b768efa2-e56b-4a7e-ace8-d673f10e0714,Birthing Pod
1f2f7d4b-aa65-42ed-a441-8e35be96743c,Orcish Lumberjack
1fa48620-4c3d-4f75-be1f-c12c4aa59f51,"Golos, Tireless Pilgrim"
69c1b656-1d67-499c-bf0f-417682a86c7d,Shadowy Backstreet
55d35442-5ca0-4fd7-8ff1-b7347b3e6690,Piggy Bank
96c5607b-55fe-43c2-93fe-0084d84499d9,Deep Forest Hermit
ce54c7c1-3401-4414-8da0-5846cb0ae1b4,Channel
cd062615-648f-4cc7-9373-520f3f6a90e3,Spitting Dilophosaurus
ff590af2-2d6c-4f16-a9b8-1a6dab6e9ad5,Echo of Eons
4820d223-4ea1-4850-931c-3d2ab5eb003b,Birthing Ritual
a15570c0-4210-4959-8584-987ec85f8283,Wight of the Reliquary
15db4353-9c46-4fe4-b22e-0cf024aa9dfc,Grim Lavamancer
b0f61742-522c-4b36-97db-41d0c412a072,Nexus of Becoming
1dd64b1d-bcef-476c-bf0b-3ac7df7cbed3,"Nissa, Ascended Animist"
f6ca59cd-8779-4a84-a54b-e863b79c61f0,Underground Mortuary
113f48b9-a972-4e2c-af95-05ab078e01f2,Tranquil Landscape
4b0bd07e-cf80-4d64-af29-f4cec6632b3e,Perilous Landscape
661fc907-7003-45c6-820c-9616e9a71c30,Seething Landscape
486d7edc-d983-41f0-8b78-c99aecd72996,"Otawara, Soaring City"
f1e5cafb-b0e6-4ee5-8c58-6f8e5ef2b9da,Virtue of Persistence // Locthwain Scorn
ca4c8b04-66af-4cb3-8003-9088d8344b20,Alpha Deathclaw
0783b426-a527-42c1-9271-be28b229e1c6,"Torsten, Founder of Benalia"
4e4b6e22-93b2-4896-bba5-0ceaa5d8ea3c,"Yavimaya, Cradle of Growth"
2487d124-210b-4808-888c-cd0a78aebd90,Molten Collapse
b3dd3c7d-4685-4579-b483-14ddaaaddf5b,Scythecat Cub
70496f16-c4c0-4c03-beef-454eb4824cd1,Deathrite Shaman
f9246b68-580f-4f53-883d-7900880e4b0d,Six
e2312c49-1627-47ad-8113-78a999a97d8d,Contaminated Landscape
0fe070f4-8877-4280-b8fd-869f3ac34ab6,Sheltering Landscape
9b32531e-c759-4603-abd0-1724e8df70db,Tribal Flames
d0e3e7b3-7ba9-47a2-b46c-a40bffb445e2,Twisted Landscape
c3b92caa-3401-4b11-9515-152f3e057c05,"Koma, World-Eater"
1e0c695d-62f9-4805-9e2f-7032e8464136,No More Lies
2ae6828e-ff19-45db-8b59-61616353491f,Deceptive Landscape
57fb0fa7-0c5c-4a75-9461-c51403c30282,Foreboding Landscape
0463e989-ba32-4a46-a82f-e0d6daf3cd51,Sulfuric Vortex
7f7e780e-fbc5-4dc0-b5c7-efcb8645c7c6,Ertai Resurrected
3027e6c5-eed3-44e7-bb12-67569721af99,Goryo's Vengeance
b3da28c7-6e92-439d-a163-91682d4f11dc,Shattered Landscape
a93e3406-4e29-4bc0-ae52-cbd2ac1f99a4,"Alesha, Who Laughs at Fate"
76c3cad2-1e25-4abe-878d-9194de6fcc27,Guide of Souls
f46a9329-7b91-441d-8653-50c1152c9120,"Kellan, Planar Trailblazer"
b277752b-430a-4f09-8a98-b72f813dd52e,Bountiful Landscape
345a1c80-41d6-43b1-83ab-1aa56dd06b1b,Bitter Reunion
2c76f7e0-37e7-4e87-93a3-a25ba0674645,"Gix, Yawgmoth Praetor"
0a786855-6eb4-42c0-a528-4842db46809d,Stock Up
026e7167-d665-43d0-a51e-8df2d68cdb5e,"Cecil, Dark Knight // Cecil, Redeemed Paladin"
f62fd592-4910-417d-a500-e7029f3d119f,Kitesail Freebooter
16e040c3-bf42-4a5b-aeb3-5dc9921151e5,Death's Shadow
f88d81d9-8ded-4c20-8237-2218046595fb,"Shadow, Mysterious Assassin"
9cbb7b4e-bd32-44a0-9396-16738c5e4381,The Last Ride
19d6834d-afa3-4747-a62d-0654f4d9729f,"Malcolm, Alluring Scoundrel"
4dea7bcc-3ff8-40b0-8264-0cd678d6ff31,Scourge of the Skyclaves
2aef4608-5ba8-4636-b5e7-cac57c5c0608,Windfall
4d9dbadd-c1b6-44fe-92ac-6f69d7178342,Talisman of Creativity
64a5d494-efa1-446b-bebe-2ad36e154376,"Ugin, Eye of the Storms"
05812009-d1b8-4775-8188-f05cfdb4feed,Worn Powerstone
991037a2-fea2-49f5-8ace-ebbf9f678cff,Talisman of Dominance
7ea4b5bc-18a4-45db-a56a-ab3f8bd2fb0d,Ledger Shredder
c8f0b123-fdb0-4f3e-ba78-fa155c227e20,Greasewrench Goblin
d13a898e-6a97-4fd9-980e-3bfd8d755386,Tarfire
a76fa8d4-923d-4afc-ba47-ba10fc0fe46e,"Comet, Stellar Pup"
41ff849e-2439-4690-8aa4-769039b6da4c,Talisman of Progress
a211d505-4d40-4914-a9da-220770d6ddbc,Consider
54e0c2cd-fa5f-427d-8e15-6066f002a8e3,Chainsaw
20c4aae1-7665-4df7-bd51-a1d95bf8a17d,Murktide Regent
05690d52-06c4-40b1-8360-380418a83250,The Aetherspark
fd52688a-39fd-430f-b950-cb56e0004396,Talisman of Curiosity
7fbdba12-1369-41ae-b0e9-c405c0f0a2e5,"Syr Ginger, the Meal Ender"
fc7d1912-7e27-49ef-bd98-375d975a42b0,Starting Town
ce35e6fb-ff54-44c4-a216-7ddd37f46882,Screaming Nemesis
f61693a2-7042-44e0-85ba-9bf12ab94e7e,Suplex
1ac0e78b-0fdd-44f9-8b7b-c4f28a32782e,Amped Raptor
490eb213-9ae2-4b45-abec-6f1dfc83792a,Cori-Steel Cutter
b0c5728e-43e7-417a-ba18-5038345cec67,Arcane Denial
ec3de5f4-bb55-4ab9-995f-f3e0dc22c1bb,Voice of Victory
a1176dcf-40ee-4342-aa74-791b8352e99a,Scrawling Crawler
89175ce1-0746-4ba1-970e-617d134b0527,"Gau, Feral Youth"
31276460-fa9d-47da-85c5-c4baa8074d0d,Rot-Curse Rakshasa
1c603751-1e2b-4c8e-a8d2-5c0876e7254f,Darkstar Augur
e6d7fba8-a157-4d81-9d6b-bd210a96b248,Gleemox
a178cfe8-f9fa-4255-88d0-54a0bed079f5,Malevolent Rumble
1834ac92-8b4e-4442-a834-acd580e1ef99,Jack-in-the-Mox
b51666ae-2aef-4cb1-9cd4-44aec81530f8,Griselbrand
16448d95-ee21-4def-b880-26f6f159c213,Metamorphosis Fanatic
dd16222e-349c-4a2b-a7c8-8eb35a8ab332,Static Prison
e4775a26-0b66-40e9-8f64-41d9308ca032,"Surrak, Elusive Hunter"
f632be90-9e7f-41f8-a52e-a2952354d730,Descendant of Storms
22c26e44-e129-4c4d-b552-3cc8774ce1a4,Mox Poison
5d8690ec-fded-4801-8eaf-5e5fe3d444ec,"Cloud, Midgar Mercenary"
117bb5db-4a1c-4704-b0b5-c67b45ac2f52,"Yuffie, Materia Hunter"
19018f23-b63b-45af-8419-8959f41472d4,Pre-War Formalwear
69490262-afc2-4692-8fac-b771a972c8f8,Volcanic Spite
5ad86b17-3fed-418a-938c-c49adb409531,Abundant Harvest
b6876d9e-0908-43ac-8542-09c7aa02b5ba,Tarmogoyf
f0192cf7-3391-4720-b9c8-72dec5dde01e,Bloodtithe Harvester
2ba70366-b6ae-423a-a8d8-29d2b8afd939,"Ivora, Insatiable Heir"
b8aa7126-5df3-42dd-b4a3-0d0ea59eeebd,Helping Hand
89345f55-2b32-4356-945a-d56dded39909,Preacher of the Schism
4bc61952-88ba-447a-835a-f1e9643fcd0d,Serum Visions
6ade6918-6d1d-448d-ab56-93996051e9a9,Sage of the Skies
bfa4e927-1d6f-4a64-9801-7d168a5ef3f6,Astrologian's Planisphere
64bc9b1d-5818-4d9e-b771-e49af4ff9a5c,The Tabernacle at Pendrell Vale
120be808-ff3b-4fca-96a1-4db6b9825856,Quantum Riddler
f5fb426a-5618-4dd4-9c51-0cc847be8c1d,Multiversal Passage
396bca07-82ba-49b7-b79e-7784b3a06d48,Sunset Saboteur
952ba126-0915-47f0-9b6a-a0a6dcd22c6f,Moat
c565f8fe-acf7-40dd-8100-8f692d1e232c,Talon Gates of Madara
95be2701-af7c-483e-8165-e8bd4b2774ed,Opposition
2462df62-fc35-47ed-9571-40452074dc6d,Traveling Chocobo
9efbfd67-e0f5-43e0-9fff-1eb4a2bed0d8,Marauding Mako
2c723fc9-d5c9-4126-a9a6-f80c247a4b6b,Baloth Prime
f1b8413f-c9fc-4cea-b416-a1fcf651b009,Sylvan Safekeeper
d9482aab-6ddf-48e1-84fa-b13d5ff81e69,Icetill Explorer
a0b6a71e-56cb-4d25-8f2b-7a4f1b60900d,"Uro, Titan of Nature's Wrath"
906b6e99-128f-4c11-8daf-16099d35b0d4,Assassin's Trophy
02e8e540-8aa3-4e6a-9a11-c3949cab5f0f,"Tezzeret, Cruel Captain"
abcd0e32-2e6b-419b-9e8a-af38f2b48a66,Monastery Mentor
b3c1e5e3-4e6b-456a-958c-7a75c38f8183,Cosmogrand Zenith
635245e9-c27f-4a51-a6f1-bae62e696542,Lightstall Inquisitor
55a14f30-4ff9-4472-90a6-c3139f1c18e5,"Kaito, Bane of Nightmares"
543d55cb-3a6b-4620-af25-10ae74ed32c4,Worldspine Wurm
07d8ae46-14ec-4878-ba8a-a47d4508c6d7,Zealous Persecution
8ff57c8b-173e-4a72-a0a0-1ad2d5cc6e5e,Spectacular Spider-Man
db2a5e85-6cbc-43c1-9362-4056ad017ef0,Pyrokinesis
da13a060-36ee-41e9-bab1-af8ddcc893b8,Norman Osborn // Green Goblin
9b76bcd4-580a-4435-afe9-290940b1837f,Spell Queller
6f2cec5d-50ea-4d0f-8925-eba06222d015,"Shelinda, Yevon Acolyte"
a6d9b8d6-1e97-4e9c-b0c4-3b71734134a4,"Scarlet Spider, Ben Reilly"
73a065e3-b530-4e62-ab3c-4f6f908184ec,"Elspeth, Storm Slayer"
3b1e92b4-6e53-4dba-a572-c67e01965ac5,Abrupt Decay
e7c53ba4-9956-4cd6-85ca-2d6b61a5127c,Dance of the Dead
e9a268ba-c442-4fe4-90b4-2810c8474f4e,Caustic Bronco
1103da9c-300c-406b-997d-9e5bb7cd02d6,"Lightning, Army of One"
939c6e19-4b27-4023-bb9c-ae440f91e21c,Shadowspear
cdfadb17-76ad-4d4d-9fa7-33c4b88b4c0a,Sowing Mycospawn
972f3582-ad7c-4fe9-af29-90fa695a623f,Depthshaker Titan
784287c2-43c5-4210-93ae-cdd33b9acb1b,Commune with Beavers
c14098d6-28ae-492f-8ffc-7d115d83ce6a,Summon: Good King Mog XII
4034e5ba-9974-43e3-bde7-8d9b4586c3a4,Once Upon a Time
340c5799-4964-44dd-8c48-8f3f3aba5211,Badgermole Cub
265522eb-4f6a-40e7-b374-3833fa63c80b,Formidable Speaker
059e8447-6b1c-4651-a734-a8fea2cbf7b2,Bloodchief's Thirst
08f79439-b8f8-418f-9772-26d81844749e,Enduring Innocence
f3405184-dcda-4bb6-ade6-c2a87bc3296d,Sleight of Hand
777fcc21-2856-4181-8ecd-c272f9769e36,"Wan Shi Tong, All-Knowing"
209c591a-4ab2-4e89-9523-a7b766cf4e51,Ouroboroid
17824929-f131-4b8d-addb-66c25323155e,Infernal Grasp
e20da6b5-1057-4a28-9e85-07de714e262f,"Wan Shi Tong, Librarian"
a87606cc-fbf0-4e2c-9798-f1c935d0573d,Esika's Chariot
b2996f07-9dbc-444f-aaae-710866da2b4b,Cosmic Spider-Man
9b911653-7b96-4cf3-a907-13c5c53a14f7,Overlord of the Balemurk
3e1766e9-2fa7-4446-a255-7beea1467ece,Lion Sash
333bf101-14e8-4753-99bc-9174f42c4122,Kinscaer Sentry
3c7474e1-cfae-4867-a11a-d5cf9ff7ea5f,Mind's Desire
1b0fe46d-08d6-48c3-be0d-650d8d3d66af,Ideas Unbound
f7e0549e-2d23-4ea8-b8d1-ae21af2c9091,Snap
1e14e677-9bfa-4bcc-9772-8e7758d7538a,Sea Gate Stormcaller
4e76d04a-0038-4b5b-a026-3056ee940da9,Cloud of Faeries
dea15b53-2940-40e7-8d48-8ec11341da83,Careful Study
4686bbb9-517f-4cce-aa7a-5db41e22c02b,High Tide
a16a6555-2e3a-4587-aacd-0307d696b26c,Consult the Star Charts
c1bd3bc0-77bd-40fe-b4f1-835a04cb6e41,Eagles of the North
ade32396-8841-4ba4-8852-d11146607f21,Mockingbird
269ddd84-fdc4-4c94-b183-32ecec56967c,Sanguine Evangelist
f486df00-7c4a-4ff0-bb0b-c8b5432ac742,Sylvan Library
13c5a1ce-932a-4b3d-8b86-ed920e646afc,Satyr Wayfinder
b9f71c3b-0840-475f-9c17-fdacbc7f3213,Vibrance
2573e694-eaa0-42ca-b470-2ab507cbcec1,Moonshadow
2970683e-e69c-42cb-a067-34abd56fb42b,Elite Interceptor // Rejoinder
e0ef33dd-5f6d-48fa-8ef6-a8092868d50f,Figure of Fable
ce5dd2c1-b6e0-4914-b5c9-7dd451c29e22,Chthonian Nightmare
70e64028-ae96-4950-aa6c-9d347409fad3,Force Spike
7127164d-f2a3-4d79-b6db-93507ff5ab47,Bitterbloom Bearer
60aed76e-2265-471d-8e41-1d8605603b78,Hildibrand Manderville // Gentleman's Rise
37cb5599-7d2c-48e9-978b-902a01a74bde,Sinkhole Surveyor
1d7a1357-debd-49b0-9fd5-560d5b3f589e,Chromatic Star
a7072412-4aa2-40ef-a267-bd717551a42b,"Rhys, the Evermore"
8b1e10e8-ea14-4761-910b-4072e2a18456,Grave Researcher // Reanimate
99e96b34-b1c4-4647-a38e-2cf1aedaaace,Tersa Lightshatter
ba934866-efd0-4126-b1ff-9c7e82b73bd6,Summon: Kujata
ff37b863-f8c4-4584-8cc2-ac0e096e583f,Bazaar of Baghdad
ecc1027a-8c07-44a0-bdde-fa2844cff694,Vivi Ornitier
47d6093b-b1b6-4956-8bfd-02cce899f832,Flow State
13f5bcdc-70bb-4d67-99e1-282f166ee4bf,Increasing Confusion
58c9e9a7-e170-4361-b7d5-22fc0771c489,Urza's Bauble
d21433ba-0a14-42bc-ad0b-a4ef823a3295,Monument to Endurance
32e670da-7563-4f6a-a7db-4c126a440eb8,Erode
9c769202-178c-442a-a9e2-aa08b5ae5c9a,"Agent Bishop, Man in Black"
c375a022-5b57-496d-a802-e4ea8376e9e4,"Eiganjo, Seat of the Empire"
1b406cc5-75c9-430a-83a2-de0f2a8aeae6,"Mole Man, Moloid Master"
c060c178-3c0e-493f-b6f0-ead5b1d6f191,Survival of the Fittest
51eb9f05-9d5a-4196-9329-626ce4793c42,Vengevine
d2119f3f-27d2-4d43-a5ef-35c1b73d182a,"The Reaper, King No More"
f1eb50a6-07e2-41de-b948-8075bba197ee,Game Over
3a9df9dd-a480-406c-ba28-94895fbfb574,"Galactus, Devourer of Worlds"
cc3063ec-5ea6-46c1-8331-c740cbaf6c76,Great Divide Guide
019b51b0-e5c6-4208-922b-7736686dddcd,Agatha's Soul Cauldron
ac095763-6f4e-4d4e-9c99-414646368f8d,Emeritus of Abundance // Regrowth
361c2f3b-f04e-446b-a683-9195e238daf0,Iron Man Armor
ed0beb69-8441-4104-9990-81bd82f81f9a,The Fantasticar
99fd1cd5-4740-4a0f-b773-3d3b66861d77,The Warring Triad
85d22d5d-3875-42ff-b51e-c6e21db201f5,Generous Ent
aeb4612c-758b-4492-ba03-eb6741b4176e,Sear
18ee486e-dc25-4de7-a71f-f11fdf100176,"Okoye, Mighty and Adored"
c1c7aa22-51b0-45ee-9a8e-5493a1820d8c,"Wolverine, Fierce Fighter"
3199907b-9f24-4554-942a-8ab5a7701717,"Night Nurse, Healer of Heroes"
415ff6a5-61ef-4b37-ae08-e44476300d4a,Fire Magic
d2705b43-a94a-44c0-8740-82e0b296820c,Abhorrent Oculus
63ce0909-7d7d-410d-ab6c-c87fa3e23877,"Black Widow, Super Spy"
61237530-ad49-469c-a952-67c92315708e,Jennifer Walters // The Sensational She-Hulk
4ecbca71-9a1d-44c5-b709-d6f565941d5e,Skycoach Conductor // All Aboard
40f0ecf7-f49e-46ff-aa5b-9ff5361b72c5,Genemorph Imago
9c0433f9-8f1e-4a19-a83f-a41925f1b1a9,Abandoned Air Temple
